"","AD3","WT3","AD4","WT4","AD6","WT6","AD9","WT9","AD11","WT11","mo3_log2fc","mo3_P","mo3_Q","mo4_log2fc","mo4_P","mo4_Q","mo6_log2fc","mo6_P","mo6_Q","mo9_log2fc","mo9_P","mo9_Q","mo11_log2fc","mo11_P","mo11_Q","disease","age","interaction","diseaseQ","ageQ","interactionQ"
"A2AN08",0.117066612051021,-0.114244923307474,-0.148334282327242,-0.189717888736052,0.115068099061964,0.0989683147831098,-0.0428858584541248,-0.120261593001629,-0.0642173391729545,-0.143090807579371,0.231311535358495,0.320190634331239,0.831040665212377,0.0413836064088093,0.785945900679932,0.989948227914843,0.0160997842788541,0.904869162126168,0.996972808155787,0.0773757345475046,0.496557645622527,0.904576381434333,0.0788734684064164,0.49452716425881,0.843040029736428,0.175639920449595,0.409652539720038,0.722550286680306,0.478606552032915,0.566420631775445,0.566420631775445
"A2APX8",0.280927520592464,0.15939489779673,0.326979351836605,0.0298112613493735,0.36525932028707,0.207726184514968,0.201102322908058,-0.141883758389895,0.0389427601668924,-0.0336159827616607,0.121532622795733,0.343091803790008,0.842947679402332,0.297168090487232,0.292347094716639,0.969579718056114,0.157533135772103,0.526547193266984,0.943908193908477,0.342986081297953,0.0950130616207847,0.687948452694997,0.0725587429285531,0.441325705384532,0.816048498815718,0.00993084044859372,0.0240274206046948,0.893704726429613,0.11429229022161,0.0697472528384057,0.0697472528384057
"A2AQ07",-0.382212673277035,-0.0719489686161407,0.0131106174888965,-0.115178522165098,-0.228294720255209,-0.321782213940893,-0.125246117305585,0.15228532169089,0.254754205197018,0.0223220018963692,-0.310263704660895,0.32167955085862,0.831040665212377,0.128289139653994,0.372333767276881,0.969579718056114,0.0934874936856845,0.695306761972811,0.967391249119894,-0.277531438996475,0.167116876365965,0.745472783449413,0.232432203300649,0.432118492009246,0.813699980637785,0.66351080614658,0.0459404605889402,0.507082687027655,0.844682111696075,0.114354339875651,0.114354339875651
"A2AQ25",0.0234753655390887,0.118137217176939,0.0479601969634507,-0.150133851652757,0.0642003883701407,0.00087585193078709,-0.245918475497696,-0.151041012430712,-0.142805660905996,-0.0640548491667315,-0.0946618516378503,0.317955906305302,0.831040665212377,0.198094048616207,0.0489206079430821,0.969579718056114,0.0633245364393537,0.580402111776694,0.95209967500883,-0.0948774630669845,0.485686902812959,0.901677632406089,-0.0787508117392644,0.416133517959818,0.807226982786238,0.535859516435282,0.00322595713705969,0.177027620754346,0.779828432008996,0.0153753596556816,0.0153753596556816
"A2ARP1",0.0759637399499026,0.285890053667337,0.12112453042294,0.273183313470423,0.172116734231834,0.337551542060418,0.133375925918246,0.394657889137592,0.0547902794279734,0.190973052291248,-0.209926313717434,0.315055468745909,0.830807781714154,-0.152058783047484,0.530240356460657,0.976966538247203,-0.165434807828584,0.444164052945496,0.941017695231671,-0.261281963219346,0.116691904978131,0.697615816859858,-0.136182772863274,0.436521832833274,0.815326936456611,0.0355860297541412,0.664557000202099,0.737245689493371,0.222049985089054,0.773241612188764,0.773241612188764
"A2ASZ8",0.0776929664877602,0.176634154355864,-0.0461881157138735,0.13858874785735,0.0057959020860394,0.126690507959948,-0.0965187331311803,-0.227731480469018,-0.184430568923651,-0.0779666287169249,-0.0989411878681037,0.533402169831434,0.902769329822838,-0.184776863571224,0.344316256793236,0.969579718056114,-0.120894605873909,0.367457596149509,0.92967497348476,0.131212747337838,0.51988296820238,0.91306196345418,-0.106463940206726,0.41557599736131,0.807226982786238,0.300772017000288,0.00390184021606622,0.603760685177327,0.615639872951978,0.0178363326699382,0.0178363326699382
"A2AVA0",-0.181104398109128,0.162857373056524,0.0525688938399488,0.0780403394403936,-0.0215205766578971,-0.0330264901004206,0.0494693140728019,-0.00518337960858925,-0.0218582233537139,0.226128413257623,-0.343961771165652,0.0874634358584217,0.755843439120122,-0.0254714456004449,0.691065256650693,0.98902346904353,0.0115059134425234,0.920727512358415,0.997173059559309,0.0546526936813912,0.670658808351496,0.947203449283729,-0.247986636611337,0.0219038746357385,0.359371251983804,0.0221299219640922,0.13578669056072,0.832937358481915,0.172522563150917,0.257055307287903,0.257055307287903
"A2AWA9",0.0402590560641503,0.0463401753186198,-0.0499056183895456,0.191347211591433,-0.0491221212946355,0.0318655591378533,0.0171205016083375,-0.066045021896379,0.141037138044879,0.0328052085625868,-0.00608111925446945,0.949486280608575,0.98602105644639,-0.241252829980978,0.157854548976611,0.969579718056114,-0.0809876804324889,0.680639940085925,0.965652299719521,0.0831655235047166,0.731513944633738,0.957694482015883,0.108231929482292,0.523162126462831,0.8501384555021,0.7488612234879,0.949248344537323,0.334286125886893,0.887698869284506,0.971595284377333,0.971595284377333
"A2BDX3",-0.0144264917557987,-0.275708169482316,-0.0110070716845653,-0.0550129892260898,-0.114508481257085,-0.0750548112512824,0.152106986517033,0.0398331540035748,0.220016218445977,0.206091267565246,0.261281677726518,0.210231811196299,0.795308967051643,0.0440059175415245,0.64702073647518,0.987445030791287,-0.0394536700058025,0.784691776304909,0.977075331258929,0.112273832513458,0.465945917386454,0.900455679785018,0.0139249508807312,0.920424982323658,0.982040137687139,0.365489131886404,0.000156551338986686,0.357969151300984,0.673821034049998,0.00143391138979573,0.00143391138979573
"A2CG49",0.595645365379996,0.524313057402952,0.583812246252028,0.603812758789798,-0.232097071390361,0.444642366976255,-0.14586769206722,0.195684718632069,-0.228699521610118,0.0069706838375376,0.0713323079770446,0.836258552869757,0.970230327440409,-0.0200005125377704,0.954234004466342,0.997847168882565,-0.676739438366616,0.051240580821045,0.870932560187725,-0.341552410699289,0.198665081702844,0.765971694959582,-0.235670205447656,0.541339854790708,0.857943641877699,0.156622143116863,0.000213475670511598,0.406975988654652,0.451796841069086,0.00184807588210594,0.00184807588210594
"A2RSJ4",0.0271338170279374,-0.115557372533375,0.0217651713076137,-0.305069985847952,0.123469577600515,-0.0202116743990362,-0.0570269835578624,0.0861552560400165,0.0687402102747243,-0.171104389073417,0.142691189561312,0.179520198937152,0.786051146836829,0.326835157155566,0.0973306392258901,0.969579718056114,0.143681251999552,0.215939255408626,0.90059180277263,-0.143182239597879,0.514255801066123,0.91094746472238,0.239844599348141,0.0717766689272431,0.486678954917238,0.0378542831581621,0.97804808116986,0.687013369379345,0.227882784612136,0.986866815863185,0.986866815863185
"A2RSQ0",0.0590863775952855,0.145313624364949,0.0520771422334913,0.00256268099275036,-0.105292922682905,-0.0678818471890569,-0.0958495312924019,-0.191194357267805,-0.146324855310788,-0.16138694587855,-0.0862272467696631,0.655109947413428,0.923057268078682,0.049514461240741,0.618785631903777,0.987361816544365,-0.0374110754938481,0.828708985433829,0.982243648454793,0.0953448259754027,0.385320609224181,0.876494265076884,0.0150620905677624,0.849326568231388,0.968001378521265,0.752624924382514,0.00141182816341377,0.625834407014066,0.890811049337198,0.00819656320984877,0.00819656320984877
"A2RSX7",-0.0754994441206784,-0.0352819340423437,-0.0843065745542907,-0.164421343737707,-0.051718699524257,0.0372195509644726,0.0388743413028639,0.0533558183379092,0.0123254541042758,0.201210134446708,-0.0402175100783347,0.740377122411047,0.94366397205717,0.080114769183416,0.347146870199905,0.969579718056114,-0.0889382504887296,0.0884896245085385,0.877511206643159,-0.0144814770350454,0.887774801569727,0.988859322101435,-0.188884680342432,0.143076787635357,0.588706067315615,0.0814248522385654,0.000682434966529261,0.176227517200672,0.333657044181072,0.00464411830265913,0.00464411830265913
