"","AD3","WT3","AD4","WT4","AD6","WT6","AD9","WT9","AD11","WT11","mo3_log2fc","mo3_P","mo3_Q","mo4_log2fc","mo4_P","mo4_Q","mo6_log2fc","mo6_P","mo6_Q","mo9_log2fc","mo9_P","mo9_Q","mo11_log2fc","mo11_P","mo11_Q","disease","age","interaction","diseaseQ","ageQ","interactionQ"
"Q9WTN0",0.200294647277086,0.138335097143615,-0.106710670920628,-0.0994559030983923,0.118785162171358,0.037043091622037,-0.210308555663039,-0.130170776771371,0.148000575081347,-0.134633185384977,0.0619595501334713,0.775277699882351,0.956292574952181,-0.00725476782223536,0.976437249183656,0.997847168882505,0.0817420705493214,0.427003867127779,0.941017695231565,-0.0801377788916681,0.510964689666541,0.910061370352834,0.282633760466324,0.0310467593001207,0.382031349501171,0.489762252092132,0.0689450117728593,0.711668293164487,0.751250369438068,0.156123744830555,0.982971419397331
"Q9WTP6",0.126374490431003,0.121507084685051,-0.00545604405549949,0.0449027907931635,0.00799807183947712,0.248294766202793,0.151440676435475,-0.22204708401123,-0.227127497349313,0.0816462928414655,0.00486740574595228,0.977794431639645,0.995031489808096,-0.050358834848663,0.914486848733289,0.997847168882505,-0.240296694363316,0.372229778827149,0.93068329719568,0.373487760446705,0.125775544250191,0.706245596374581,-0.308773790190779,0.173286659121474,0.629618187795868,0.719231307423278,0.38793664006059,0.876825276628729,0.873751041896084,0.545061426411881,0.994220006691396
"Q9WTP7",0.015137193812196,0.0620436653961424,-0.0195879097542105,0.0238196153566025,-0.0107774590388659,-0.0670866786039582,-0.00572968912460865,0.0209500963532311,0.0698135399949075,0.031699037086434,-0.0469064715839464,0.617184018622733,0.916665985613951,-0.0434075251108129,0.361467313356018,0.96957971805603,0.0563092195650923,0.640125942287097,0.956843569334656,-0.0266797854778397,0.806202565333164,0.974005341584195,0.0381145029084735,0.482892561113174,0.838972836911767,0.827197840124836,0.675749929840668,0.667359131793538,0.931605581565541,0.782766820803903,0.981106507342124
"Q9WTQ5",0.396224979966187,9.2074735125975e-05,0.575661297537014,-0.792298306125709,0.133427836862913,-0.14894361619511,-0.0648025794405575,-0.116510568421738,0.00362587596720391,-0.133615490441134,0.396132905231061,0.0239294086948521,0.677333289293373,1.36795960366272,0.085878899303153,0.96957971805603,0.282371453058023,0.245743078112527,0.909401326486986,0.0517079889811809,0.799217806716069,0.974005341584195,0.137241366408338,0.609507923953143,0.887845591459744,0.00597455589176033,0.24618786705037,0.0390996498293776,0.0868920674900374,0.393993452958968,0.788196414886862
"Q9WTR1",-0.1724853855096,0.215119364667331,0.00579905642216044,0.097926444982918,0.0109595801182676,-0.0469606066078883,0.000788257069996713,0.0650967499577134,-0.00565305221673464,0.102840108605554,-0.387604750176931,0.0134776368993757,0.63484713793242,-0.0921273885607576,0.594815394775442,0.987361816544525,0.0579201867261559,0.834672965380455,0.982974344816098,-0.0643084928877167,0.670942119760261,0.947203449283638,-0.108493160822288,0.514031139132969,0.847644637819072,0.0981010038551824,0.732195434402288,0.389079818335917,0.364453474791089,0.826863126931068,0.931152955022372
"Q9WTR5",0.0412280031225074,0.0286191373456623,0.128118800865933,0.0741404085973529,0.0172428792817841,-0.0853678970427294,-0.127083923737261,-0.0479442311859278,-0.159840382392533,-0.189654742814871,0.0126088657768451,0.891786918104587,0.980489522490376,0.0539783922685798,0.792901129320383,0.990620089090249,0.102610776324513,0.579767017216288,0.952099675009052,-0.0791396925513333,0.169376803937114,0.748029934578026,0.0298143604223376,0.777887869168323,0.943444320980897,0.441713469926016,0.000640947495638961,0.746220628687678,0.722887832630908,0.00440778128371749,0.988309671503938
"Q9WTR6",-0.0706991286393102,0.253777008335682,0.111741645319217,0.113634361350944,0.0955177359204869,0.0822274692364036,-0.0288415666061978,0.277744646015214,0.352063319793746,-0.0431596977903105,-0.324476136974992,0.152643447045059,0.779756929879003,-0.00189271603172741,0.980205200496513,0.997847168882505,0.0132902666840832,0.854131252355635,0.983962950979869,-0.306586212621412,0.371632267458218,0.873285382641539,0.395223017584056,0.0986183362429719,0.541985322638693,0.709915163086265,0.982945726983492,0.106370200252051,0.867327499781067,0.990093930333575,0.877371786002176
"Q9WTS4",0.0547741277157936,0.141557519076073,0.0149373071106324,0.107960336381999,-0.0178397383138862,0.0832841238854528,0.00507968472181474,0.00884130842202379,0.0241922110721129,0.1812353279287,-0.0867833913602793,0.460061498806983,0.880527457158824,-0.093023029271367,0.411370265508402,0.96957971805603,-0.101123862199339,0.454998793451763,0.941017695231565,-0.00376162370020906,0.958050904538668,0.994969500425625,-0.157043116856588,0.0846532157508217,0.508049130725407,0.0164524394958181,0.913879902014027,0.579651584184566,0.15011678899729,0.948516142855789,0.974347605165207
"Q9WTS5",-0.107542051702604,-0.162193320184974,-0.0303859647773036,0.00126094946589737,-0.0457231508130978,-0.131489593599571,-0.0670974970163849,-0.241391807400435,-0.058092660343615,-0.0871556600091219,0.0546512684823698,0.775720284721203,0.956292574952181,-0.031646914243201,0.876448256455611,0.997847168882505,0.0857664427864734,0.725692801833361,0.971385052058529,0.17429431038405,0.0672282111865071,0.645281630502373,0.0290629996655068,0.702071500434262,0.91928185359817,0.392806739032741,0.953073177878043,0.886932992994986,0.689637938450151,0.973219035761165,0.997056020886201
"Q9WTS6",0.0139265508993002,0.0915832553893444,-0.0286565235596891,0.0482481804982252,0.020141087463511,0.151393229249925,-0.0494958916980873,-0.0387569936005761,-0.0237760258325001,-0.122289847662751,-0.0776567044900442,0.430740575086702,0.876033196629037,-0.0769047040579143,0.596954125613581,0.987361816544525,-0.131252141786414,0.393072431543264,0.938433450048074,-0.0107388980975112,0.828389925068286,0.974005341584195,0.0985138218302505,0.516484782916379,0.84786481581987,0.63551928543448,0.0383040571047757,0.164773492145197,0.831354643770261,0.0997230708256735,0.884733188264778
"Q9WTT4",0.0848342066696307,0.107283534059843,0.0459927768222278,0.0359506581224996,0.0456158722801886,0.0155007760986284,0.010323944595251,-0.0653130090581471,0.0168435670523264,-0.0738967966188327,-0.0224493273902121,0.858271874691486,0.970230327440283,0.0100421186997283,0.918520301265067,0.997847168882505,0.0301150961815602,0.763887942869034,0.977075331258959,0.0756369536533981,0.393540876762087,0.876950712283625,0.0907403636711591,0.382881022925619,0.787290300950051,0.285444335876635,0.0309621932507536,0.355394216985241,0.606704881197867,0.0842524771837266,0.918269282167855
"Q9WTU6",-0.13372186912883,-0.0321047820402772,0.147960845217392,0.274556165766727,-0.058455303171612,0.0596870822099579,0.060987332462429,0.043801230425366,0.137775114752804,0.321718082916442,-0.101617087088552,0.625205801215764,0.916665985613951,-0.126595320549335,0.342886210816599,0.96957971805603,-0.11814238538157,0.501749929627407,0.943908193908894,0.017186102037063,0.919450160892771,0.992628200087294,-0.183942968163638,0.237148283666768,0.691216996077493,0.0828199612324868,0.0420179137057559,0.732373850199488,0.334787715188761,0.107060120323813,0.987142365513357
